doc_rank	rank	affiliation	firstname	initials	lastname
85	0	Department of Radiation Oncology, Brigham and Women's Hospital, Harvard Medical School, 75 Francis Street, Boston, MA, 02115, USA. dcagney@lroc.harvard.edu.	Daniel N	DN	Cagney
85	1	Department of Radiation Oncology, Brigham and Women's Hospital, Harvard Medical School, 75 Francis Street, Boston, MA, 02115, USA.	Brian M	BM	Alexander
85	2	Department of Medical Oncology, Dana-Farber Cancer Institute, Harvard Medical School, Boston, MA, USA.	F Stephen	FS	Hodi
85	3	Department of Medical Oncology, Dana-Farber Cancer Institute, Harvard Medical School, Boston, MA, USA.	Elizabeth I	EI	Buchbinder
85	4	Department of Medical Oncology, Dana-Farber Cancer Institute, Harvard Medical School, Boston, MA, USA.	Patrick A	PA	Ott
85	5	Department of Radiation Oncology, Brigham and Women's Hospital, Harvard Medical School, 75 Francis Street, Boston, MA, 02115, USA.	Ayal A	AA	Aizer
86	0	Renal Division, Massachusetts General Hospital, Boston, Massachusetts, USA.	Frank B	FB	Cortazar
86	1	Sidney Kimmel Comprehensive Cancer Center at Johns Hopkins, Baltimore, Maryland, USA.	Kristen A	KA	Marrone
86	2	Department of Pathology, Oregon Health and Science University, Portland, Oregon, USA.	Megan L	ML	Troxell
86	3	Division of Nephrology, Beth Israel Deaconess Medical Center, Boston, Massachusetts, USA.	Kenneth M	KM	Ralto
86	4	Division of Nephrology, Beth Israel Deaconess Medical Center, Boston, Massachusetts, USA.	Melanie P	MP	Hoenig
86	5	Sidney Kimmel Comprehensive Cancer Center at Johns Hopkins, Baltimore, Maryland, USA.	Julie R	JR	Brahmer
86	6	Sidney Kimmel Comprehensive Cancer Center at Johns Hopkins, Baltimore, Maryland, USA.	Dung T	DT	Le
86	7	Sidney Kimmel Comprehensive Cancer Center at Johns Hopkins, Baltimore, Maryland, USA.	Evan J	EJ	Lipson
86	8	Memorial Sloan Kettering Cancer Center, New York, New York, USA.	Ilya G	IG	Glezerman
86	9	Memorial Sloan Kettering Cancer Center, New York, New York, USA.	Jedd	J	Wolchok
86	10	Department of Pathology, Mayo Clinic, Rochester, Minnesota, USA.	Lynn D	LD	Cornell
86	11	Advanced Kidney Care of Hudson Valley, Poughkeepsie, New York, USA.	Paul	P	Feldman
86	12	Department of Pathology, Columbia University Medical Center, New York, New York, USA.	Michael B	MB	Stokes
86	13	Division of Nephrology, Kaiser Permanente, Portland, Oregon, USA.	Sarah A	SA	Zapata
86	14	Department of Medical Oncology, Dana-Farber Cancer Institute, Boston, Massachusetts, USA.	F Stephen	FS	Hodi
86	15	Department of Medical Oncology, Dana-Farber Cancer Institute, Boston, Massachusetts, USA.	Patrick A	PA	Ott
86	16	Department of Pathology, Brigham and Women's Hospital, Boston, Massachusetts, USA.	Michifumi	M	Yamashita
86	17	Divison of Renal Medicine, Brigham and Women's Hospital, Boston, Massachusetts, USA. Electronic address: DELEAF@partners.org.	David E	DE	Leaf
87	0	H Lee Moffitt Cancer Center & Research Institute, Tampa, FL, USA.	Scott J	SJ	Antonia
87	1	Hospital Universitario 12 de Octubre, Madrid, Spain.	José A	JA	López-Martin
87	2	Sarah Cannon Research Institute/Tennessee Oncology, PLLC, Nashville, TN, USA.	Johanna	J	Bendell
87	3	Dana-Farber Cancer Institute, Boston, MA, USA.	Patrick A	PA	Ott
87	4	Oregon Health & Science University, Portland, OR, USA.	Matthew	M	Taylor
87	5	Yale Comprehensive Cancer Center, New Haven, CT, USA.	Joseph Paul	JP	Eder
87	6	Nationales Centrum für Tumorerkrankungen (NCT), University Medical Center, Heidelberg, Germany.	Dirk	D	Jäger
87	7	Memorial Sloan Kettering Cancer Center, New York, NY, USA.	M Catherine	MC	Pietanza
87	8	The Sidney Kimmel Comprehensive Cancer Center at Johns Hopkins University, Baltimore, MD, USA.	Dung T	DT	Le
87	9	Fondazione IRCCS Istituto Nazionale dei Tumori Milano, Milan, Italy.	Filippo	F	de Braud
87	10	Duke University Medical Center, Durham, NC, USA.	Michael A	MA	Morse
87	11	Istituto Nazionale Tumori Fondazione Pascale, Naples, Italy.	Paolo A	PA	Ascierto
87	12	Vanderbilt-Ingram Cancer Center, Nashville, TN, USA.	Leora	L	Horn
87	13	Levine Cancer Institute, Carolinas Medical Center, Charlotte, NC, USA.	Asim	A	Amin
87	14	Winship Cancer Institute of Emory University, Atlanta, GA, USA.	Rathi N	RN	Pillai
87	15	University of Glasgow, Glasgow, UK.	Jeffry	J	Evans
87	16	Royal Marsden Hospital, Sutton, UK.	Ian	I	Chau
87	17	Comprehensive Cancer Center, Helsinki University Hospital and University of Helsinki, Helsinki, Finland.	Petri	P	Bono
87	18	Krankenhaus Nordwest UCT-University Cancer Center, Frankfurt, Germany.	Akin	A	Atmaca
87	19	The University of Texas MD Anderson Cancer Center, Houston, TX, USA.	Padmanee	P	Sharma
87	20	Bristol-Myers Squibb, Princeton, NJ, USA.	Christopher T	CT	Harbison
87	21	Bristol-Myers Squibb, Princeton, NJ, USA.	Chen-Sheng	CS	Lin
87	22	Bristol-Myers Squibb, Princeton, NJ, USA.	Olaf	O	Christensen
87	23	START Madrid, Centro Integral Oncológico Clara Campal, Madrid, Spain. Electronic address: emiliano.calvo@start.stoh.com.	Emiliano	E	Calvo
88	0	Department of Medical Oncology, Melanoma Disease Center, and Center for Immuno-Oncology, Dana-Farber Cancer Institute, Harvard Medical School, Boston, Massachusetts. Department of Medicine, Brigham and Women's Hospital, Boston, Massachusetts. Patrick_Ott@DFCI.harvard.edu.	Patrick A	PA	Ott
88	1	Department of Medical Oncology, Melanoma Disease Center, and Center for Immuno-Oncology, Dana-Farber Cancer Institute, Harvard Medical School, Boston, Massachusetts. Department of Medicine, Brigham and Women's Hospital, Boston, Massachusetts.	F Stephen	FS	Hodi
89	0	Department of Medical Oncology, Dana Farber Cancer Institute, Brigham and Women's Hospital, and Harvard Medical School, Boston, MA USA.	Melina E	ME	Marmarelis
89	1	Department of Medical Oncology, Dana Farber Cancer Institute, Brigham and Women's Hospital, and Harvard Medical School, Boston, MA USA.	Meredith R	MR	Davis
89	2	Department of Medical Oncology, Dana Farber Cancer Institute, Brigham and Women's Hospital, and Harvard Medical School, Boston, MA USA.	Nilay S	NS	Sethi
89	3	Department of Imaging, Dana Farber Cancer Institute, Brigham and Women's Hospital, and Harvard Medical School, Boston, MA USA.	Katherine M	KM	Krajewksi
89	4	Department of Medical Oncology, Dana Farber Cancer Institute, Brigham and Women's Hospital, and Harvard Medical School, Boston, MA USA.	Rana R	RR	McKay
89	5	Department of Medical Oncology, Dana Farber Cancer Institute, Brigham and Women's Hospital, and Harvard Medical School, Boston, MA USA.	Toni K	TK	Choueiri
89	6	Department of Medical Oncology, Dana Farber Cancer Institute, Brigham and Women's Hospital, and Harvard Medical School, Boston, MA USA.	Patrick A	PA	Ott
90	0	Dana Farber Cancer Institute, Harvard Medical School, Boston, MA, USA.	Patrick A	PA	Ott
91	0	Department of Medicine, Vanderbilt University Medical Center, Nashville, Tennessee.	Douglas B	DB	Johnson
91	1	Department of Medicine, Massachusetts General Hospital, Boston, Massachusetts.	Ryan J	RJ	Sullivan
91	2	Department of Medicine, Dana-Farber Cancer Institute, Boston, Massachusetts.	Patrick A	PA	Ott
91	3	Department of Medicine, Crown Princess Mary Cancer Centre, Westmead and Blacktown Hospitals, Sydney, New South Wales, Australia5Department of Medicine, University of Sydney, Sydney, New South Wales, Australia.	Matteo S	MS	Carlino
91	4	Department of Medicine, Roswell Park Cancer Institute, Buffalo, New York.	Nikhil I	NI	Khushalani
91	5	Department of Biostatistics, Vanderbilt University Medical Center, Nashville, Tennessee.	Fei	F	Ye
91	6	Department of Medicine, University of Sydney, Sydney, New South Wales, Australia8Department of Medicine, Melanoma Institute Australia, Sydney, New South Wales, Australia.	Alexander	A	Guminski
91	7	Department of Medicine, Vanderbilt University Medical Center, Nashville, Tennessee.	Igor	I	Puzanov
91	8	Department of Medicine, Massachusetts General Hospital, Boston, Massachusetts.	Donald P	DP	Lawrence
91	9	Department of Medicine, Dana-Farber Cancer Institute, Boston, Massachusetts.	Elizabeth I	EI	Buchbinder
91	10	medical student at School of Medicine, Vanderbilt University Medical Center, Nashville, Tennessee.	Tejaswi	T	Mudigonda
91	11	Department of Medicine, Rutgers Cancer Institute of New Jersey, New Brunswick.	Kristen	K	Spencer
91	12	Department of Medicine, Heidelberg University Hospital, Heidelberg, Germany.	Carolin	C	Bender
91	13	Department of Medicine, Crown Princess Mary Cancer Centre, Westmead and Blacktown Hospitals, Sydney, New South Wales, Australia8Department of Medicine, Melanoma Institute Australia, Sydney, New South Wales, Australia.	Jenny	J	Lee
91	14	Department of Surgery, Rutgers Cancer Institute of New Jersey, New Brunswick.	Howard L	HL	Kaufman
91	15	Department of Medicine, University of Sydney, Sydney, New South Wales, Australia8Department of Medicine, Melanoma Institute Australia, Sydney, New South Wales, Australia.	Alexander M	AM	Menzies
91	16	Department of Medicine, Heidelberg University Hospital, Heidelberg, Germany.	Jessica C	JC	Hassel
91	17	Department of Medicine, Rutgers Cancer Institute of New Jersey, New Brunswick.	Janice M	JM	Mehnert
91	18	Department of Medicine, Vanderbilt University Medical Center, Nashville, Tennessee.	Jeffrey A	JA	Sosman
91	19	Department of Medicine, University of Sydney, Sydney, New South Wales, Australia8Department of Medicine, Melanoma Institute Australia, Sydney, New South Wales, Australia.	Georgina V	GV	Long
91	20	Department of Medicine, Loyola University Medical Center, Maywood, Illinois.	Joseph I	JI	Clark
92	0	Harvard Radiation Oncology Program ; Boston, MA USA.	Ravi A	RA	Chandra
92	1	Harvard Medical School ; Boston, MA USA.	Tyler J	TJ	Wilhite
92	2	Department of Radiation Oncology; Brigham and Women's Hospital/Dana-Farber Cancer Institute ; Boston, MA USA.	Tracy A	TA	Balboni
92	3	Department of Radiation Oncology; Brigham and Women's Hospital/Dana-Farber Cancer Institute ; Boston, MA USA.	Brian M	BM	Alexander
92	4	Department of Radiation Oncology; Brigham and Women's Hospital/Dana-Farber Cancer Institute ; Boston, MA USA.	Alexander	A	Spektor
92	5	Medical Oncology and Center for Immuno-Oncology; Dana-Farber Cancer Institute ; Boston, MA USA.	Patrick A	PA	Ott
92	6	Department of Radiation Oncology; Brigham and Women's Hospital/Dana-Farber Cancer Institute ; Boston, MA USA.	Andrea K	AK	Ng
92	7	Medical Oncology and Center for Immuno-Oncology; Dana-Farber Cancer Institute ; Boston, MA USA.	F Stephen	FS	Hodi
92	8	Department of Radiation Oncology; Brigham and Women's Hospital/Dana-Farber Cancer Institute ; Boston, MA USA.	Jonathan D	JD	Schoenfeld
93	0	Department of Medical Oncology, Melanoma Disease Center, Center for Immuno-Oncology, Dana-Farber Cancer Institute, Harvard Medical School , Boston, MA , USA ; Department of Medicine, Brigham and Women's Hospital, Harvard Medical School , Boston, MA , USA.	Patrick A	PA	Ott
93	1	Department of Medical Oncology, Melanoma Disease Center, Center for Immuno-Oncology, Dana-Farber Cancer Institute, Harvard Medical School , Boston, MA , USA ; Department of Medicine, Brigham and Women's Hospital, Harvard Medical School , Boston, MA , USA.	F Stephen	FS	Hodi
93	2	Department of Medical Oncology, Melanoma Disease Center, Center for Immuno-Oncology, Dana-Farber Cancer Institute, Harvard Medical School , Boston, MA , USA ; Department of Medicine, Brigham and Women's Hospital, Harvard Medical School , Boston, MA , USA.	Elizabeth I	EI	Buchbinder
94	0	Department of Pathology, Brigham and Women's Hospital, Harvard Medical School, 221 Longwood Avenue, EBRC Suite 401, Boston, MA 02115 USA.	Jonathan J	JJ	Lee
94	1	Department of Pathology, Brigham and Women's Hospital, Harvard Medical School, 221 Longwood Avenue, EBRC Suite 401, Boston, MA 02115 USA.	Lynette M	LM	Sholl
94	2	Department of Pathology, Brigham and Women's Hospital, Harvard Medical School, 221 Longwood Avenue, EBRC Suite 401, Boston, MA 02115 USA.	Neal I	NI	Lindeman
94	3	Department of Pathology, Brigham and Women's Hospital, Harvard Medical School, 221 Longwood Avenue, EBRC Suite 401, Boston, MA 02115 USA.	Scott R	SR	Granter
94	4	Department of Pathology, Brigham and Women's Hospital, Harvard Medical School, 221 Longwood Avenue, EBRC Suite 401, Boston, MA 02115 USA.	Alvaro C	AC	Laga
94	5	Department of Pathology, Brigham and Women's Hospital, Harvard Medical School, 221 Longwood Avenue, EBRC Suite 401, Boston, MA 02115 USA.	Priyanka	P	Shivdasani
94	6	Department of Pathology, Brigham and Women's Hospital, Harvard Medical School, 221 Longwood Avenue, EBRC Suite 401, Boston, MA 02115 USA.	Gary	G	Chin
94	7	Melanoma Center, Dana-Farber Cancer Institute, Harvard Medical School, 450 Brookline Ave., Boston, MA 02215-5450 USA.	Jason J	JJ	Luke
94	8	Melanoma Center, Dana-Farber Cancer Institute, Harvard Medical School, 450 Brookline Ave., Boston, MA 02215-5450 USA.	Patrick A	PA	Ott
94	9	Melanoma Center, Dana-Farber Cancer Institute, Harvard Medical School, 450 Brookline Ave., Boston, MA 02215-5450 USA.	F Stephen	FS	Hodi
94	10	Melanoma Center, Dana-Farber Cancer Institute, Harvard Medical School, 450 Brookline Ave., Boston, MA 02215-5450 USA.	Martin C	MC	Mihm
94	11	Melanoma Center, Dana-Farber Cancer Institute, Harvard Medical School, 450 Brookline Ave., Boston, MA 02215-5450 USA.	Jennifer Y	JY	Lin
94	12	Melanoma Center, Dana-Farber Cancer Institute, Harvard Medical School, 450 Brookline Ave., Boston, MA 02215-5450 USA.	Andrew E	AE	Werchniak
94	13	Melanoma Center, Dana-Farber Cancer Institute, Harvard Medical School, 450 Brookline Ave., Boston, MA 02215-5450 USA.	Harley A	HA	Haynes
94	14	Melanoma Center, Dana-Farber Cancer Institute, Harvard Medical School, 450 Brookline Ave., Boston, MA 02215-5450 USA.	Nancy	N	Bailey
94	15	Department of Pathology, Brigham and Women's Hospital, Harvard Medical School, 221 Longwood Avenue, EBRC Suite 401, Boston, MA 02115 USA.	Robert	R	Liu
94	16	Department of Pathology, Brigham and Women's Hospital, Harvard Medical School, 221 Longwood Avenue, EBRC Suite 401, Boston, MA 02115 USA.	George F	GF	Murphy
94	17	Department of Pathology, Brigham and Women's Hospital, Harvard Medical School, 221 Longwood Avenue, EBRC Suite 401, Boston, MA 02115 USA.	Christine G	CG	Lian
95	0	Department of Radiology, Brigham and Women's Hospital and Dana-Farber Cancer Institute, Boston, Massachusetts.	Sree Harsha	SH	Tirumani
95	1	Department of Radiology, Brigham and Women's Hospital and Dana-Farber Cancer Institute, Boston, Massachusetts.	Nikhil H	NH	Ramaiya
95	2	Department of Radiology, Brigham and Women's Hospital and Dana-Farber Cancer Institute, Boston, Massachusetts.	Abhishek	A	Keraliya
95	3	Department of Radiology, Brigham and Women's Hospital and Dana-Farber Cancer Institute, Boston, Massachusetts.	Nancy D	ND	Bailey
95	4	Department of Radiology, Brigham and Women's Hospital and Dana-Farber Cancer Institute, Boston, Massachusetts.	Patrick A	PA	Ott
95	5	Department of Radiology, Brigham and Women's Hospital and Dana-Farber Cancer Institute, Boston, Massachusetts.	F Stephen	FS	Hodi
95	6	Department of Radiology, Brigham and Women's Hospital and Dana-Farber Cancer Institute, Boston, Massachusetts. Mizuki_Nishino@dfci.harvard.edu.	Mizuki	M	Nishino
96	0	Department of Medicine, Section of Hematology/Oncology, University of Chicago, Chicago, Illinois. jluke@medicine.bsd.uchicago.edu.	Jason J	JJ	Luke
96	1	Melanoma Disease Center, Department of Medical Oncology, Dana-Farber Cancer Institute, Boston, Massachusetts.	Hilary	H	Donahue
96	2	Department of Radiology, Dana-Farber/Brigham and Women's Cancer Center, Boston, Massachusetts. Harvard Medical School, Boston, Massachusetts.	Mizuki	M	Nishino
96	3	Department of Biostatistics and Computational Biology, Dana-Farber Cancer Institute, Boston, Massachusetts.	Anita	A	Giobbie-Hurder
96	4	Melanoma Disease Center, Department of Medical Oncology, Dana-Farber Cancer Institute, Boston, Massachusetts.	Meredith	M	Davis
96	5	Melanoma Disease Center, Department of Medical Oncology, Dana-Farber Cancer Institute, Boston, Massachusetts.	Nancy	N	Bailey
96	6	Melanoma Disease Center, Department of Medical Oncology, Dana-Farber Cancer Institute, Boston, Massachusetts. Harvard Medical School, Boston, Massachusetts.	Patrick A	PA	Ott
96	7	Melanoma Disease Center, Department of Medical Oncology, Dana-Farber Cancer Institute, Boston, Massachusetts. Harvard Medical School, Boston, Massachusetts.	F Stephen	FS	Hodi
97	0	From Memorial Sloan Kettering Cancer Center (M.A.P., J.D.W.), Weill Cornell Medical College (M.A.P., J.D.W.), and New York University, Perlmutter Cancer Center (A.C.P.) - all in New York; J. Graham Brown Cancer Center, University of Louisville, Louisville, KY (J.C.); Institute Gustave Roussy, Villejuif (C.R.), Paris-Sud University, Orsay (C.R.), and Institut Universitaire du Cancer, Toulouse (N.M.) - all in France; Huntsman Cancer Institute, Salt Lake City (K.G.); Beth Israel Deaconess Medical Center (D. McDermott) and Dana-Farber Cancer Institute (P.A.O., F.S.H.) - both in Boston; Washington University in St. Louis, St. Louis (G.P.L.); Greenville Health System, Greenville, SC (J.K.G.); St. Luke's Cancer Center, Bethlehem, PA (S.S.A.); University of New Mexico, Albuquerque (M.S.); Taussig Cancer Institute, Cleveland Clinic Foundation, Cleveland (M.S.E.); California Pacific Center for Melanoma Research, San Francisco (D. Minor); Duke University, Durham, NC (A.K.S.); Oregon Health and Science University, Portland (M.T.); Bristol-Myers Squibb, Lawrenceville, NJ (C.H.); and Bristol-Myers Squibb, Wallingford, CT (L.M.R., P.G.).	Michael A	MA	Postow
97	1		Jason	J	Chesney
97	2		Anna C	AC	Pavlick
97	3		Caroline	C	Robert
97	4		Kenneth	K	Grossmann
97	5		David	D	McDermott
97	6		Gerald P	GP	Linette
97	7		Nicolas	N	Meyer
97	8		Jeffrey K	JK	Giguere
97	9		Sanjiv S	SS	Agarwala
97	10		Montaser	M	Shaheen
97	11		Marc S	MS	Ernstoff
97	12		David	D	Minor
97	13		April K	AK	Salama
97	14		Matthew	M	Taylor
97	15		Patrick A	PA	Ott
97	16		Linda M	LM	Rollin
97	17		Christine	C	Horak
97	18		Paul	P	Gagnier
97	19		Jedd D	JD	Wolchok
97	20		F Stephen	FS	Hodi
98	0	Section of Hematology/Oncology, University of Chicago, Chicago, IL, USA.	Jason J	JJ	Luke
98	1	Melanoma Disease Center, Dana Farber Cancer Institute and Harvard Medical School, Boston, MA, USA.	Patrick A	PA	Ott
99	0	"Cancer Institute, New York University School of Medicine, New York.
Icahn School of Medicine at Mount Sinai Tisch Cancer Institute, Harvard Medical School, New York."	Rachel Lubong	RL	Sabado
99	1	Cancer Institute, New York University School of Medicine, New York.	Anna	A	Pavlick
99	2	"Ludwig Institute for Cancer Research, Harvard Medical School, New York.
Icahn School of Medicine at Mount Sinai Tisch Cancer Institute, Harvard Medical School, New York."	Sacha	S	Gnjatic
99	3	Cancer Institute, New York University School of Medicine, New York.	Crystal M	CM	Cruz
99	4	Cancer Institute, New York University School of Medicine, New York.	Isabelita	I	Vengco
99	5	Cancer Institute, New York University School of Medicine, New York.	Farah	F	Hasan
99	6	Cancer Institute, New York University School of Medicine, New York.	Meredith	M	Spadaccia
99	7	Department of Pathology, New York University School of Medicine, New York.	Farbod	F	Darvishian
99	8	Department of Pathology, New York University School of Medicine, New York.	Luis	L	Chiriboga
99	9	Cancer Institute, New York University School of Medicine, New York.	Rose Marie	RM	Holman
99	10	Cancer Institute, New York University School of Medicine, New York.	Juliet	J	Escalon
99	11	Cancer Institute, New York University School of Medicine, New York.	Caroline	C	Muren
99	12	Cancer Institute, New York University School of Medicine, New York.	Crystal	C	Escano
99	13	Cancer Institute, New York University School of Medicine, New York.	Ethel	E	Yepes
99	14	Cancer Institute, New York University School of Medicine, New York.	Dunbar	D	Sharpe
99	15	3M Drug Delivery Systems Division, Harvard Medical School, New York.	John P	JP	Vasilakos
99	16	Cancer Institute, New York University School of Medicine, New York.	Linda	L	Rolnitzsky
99	17	Cancer Institute, New York University School of Medicine, New York.	Judith	J	Goldberg
99	18	3M Drug Delivery Systems Division, Harvard Medical School, New York.	John	J	Mandeli
99	19	Cancer Institute, New York University School of Medicine, New York.	Sylvia	S	Adams
99	20	Department of Pathology, Memorial Sloan-Kettering Cancer Center, New York.	Achim	A	Jungbluth
99	21	Ludwig Institute for Cancer Research, Harvard Medical School, New York.	Linda	L	Pan
99	22	Ludwig Institute for Cancer Research, Harvard Medical School, New York.	Ralph	R	Venhaus
99	23	"Cancer Institute, New York University School of Medicine, New York.
Dana-Farber Cancer Institute, Harvard Medical School, New York."	Patrick A	PA	Ott
99	24	"Cancer Institute, New York University School of Medicine, New York.
Department of Pathology, New York University School of Medicine, New York.
Icahn School of Medicine at Mount Sinai Tisch Cancer Institute, Harvard Medical School, New York."	Nina	N	Bhardwaj
100	0	Division of Endocrinology, Diabetes and Hypertension, Brigham and Women's Hospital, Boston, Massachusetts. lmin1@partners.org.	Le	L	Min
100	1	Department of Medical Oncology, Dana-Farber Cancer Institute, Boston, Massachusetts.	Frank Stephen	FS	Hodi
100	2	Department of Medical Oncology, Dana-Farber Cancer Institute, Boston, Massachusetts.	Anita	A	Giobbie-Hurder
100	3	Department of Medical Oncology, Dana-Farber Cancer Institute, Boston, Massachusetts.	Patrick A	PA	Ott
100	4	Department of Medical Oncology, Dana-Farber Cancer Institute, Boston, Massachusetts. Melanoma and Developmental Therapeutics Clinics, University of Chicago, Chicago, Illinois.	Jason J	JJ	Luke
100	5	Department of Medical Oncology, Dana-Farber Cancer Institute, Boston, Massachusetts.	Hilary	H	Donahue
100	6	Department of Medical Oncology, Dana-Farber Cancer Institute, Boston, Massachusetts.	Meredith	M	Davis
100	7	Division of Endocrinology, Diabetes and Hypertension, Brigham and Women's Hospital, Boston, Massachusetts.	Rona S	RS	Carroll
100	8	Division of Endocrinology, Diabetes and Hypertension, Brigham and Women's Hospital, Boston, Massachusetts.	Ursula B	UB	Kaiser
101	0	Melanoma and Developmental Therapeutics Clinics, University of Chicago Cancer Center, University of Chicago, 5841 S. Maryland Ave., MC2115, Chicago, IL, 60637, USA, jluke@medicine.bsd.uchicago.edu.	Jason J	JJ	Luke
101	1		Patrick A	PA	Ott
101	2		Geoffrey I	GI	Shapiro
102	0	Patrick A. Ott and Anna C. Pavlick, New York University Cancer Institute, New York, NY; Omid Hamid and Peter D. Boasberg, The Angeles Clinic and Research Institute, Los Angeles, CA; Harriet Kluger and Mario Sznol, Yale Cancer Center, New Haven, CT; Kevin B. Kim and Patrick Hwu, University of Texas MD Anderson Cancer Center, Houston, TX; Ronit Simantov, Elizabeth Crowley, Jennifer A. Green, Thomas Hawthorne, and Thomas A. Davis, Celldex Therapeutics, Hampton, NJ. patrick_ott@dfci.harvard.edu.	Patrick A	PA	Ott
102	1	Patrick A. Ott and Anna C. Pavlick, New York University Cancer Institute, New York, NY; Omid Hamid and Peter D. Boasberg, The Angeles Clinic and Research Institute, Los Angeles, CA; Harriet Kluger and Mario Sznol, Yale Cancer Center, New Haven, CT; Kevin B. Kim and Patrick Hwu, University of Texas MD Anderson Cancer Center, Houston, TX; Ronit Simantov, Elizabeth Crowley, Jennifer A. Green, Thomas Hawthorne, and Thomas A. Davis, Celldex Therapeutics, Hampton, NJ.	Omid	O	Hamid
102	2	Patrick A. Ott and Anna C. Pavlick, New York University Cancer Institute, New York, NY; Omid Hamid and Peter D. Boasberg, The Angeles Clinic and Research Institute, Los Angeles, CA; Harriet Kluger and Mario Sznol, Yale Cancer Center, New Haven, CT; Kevin B. Kim and Patrick Hwu, University of Texas MD Anderson Cancer Center, Houston, TX; Ronit Simantov, Elizabeth Crowley, Jennifer A. Green, Thomas Hawthorne, and Thomas A. Davis, Celldex Therapeutics, Hampton, NJ.	Anna C	AC	Pavlick
102	3	Patrick A. Ott and Anna C. Pavlick, New York University Cancer Institute, New York, NY; Omid Hamid and Peter D. Boasberg, The Angeles Clinic and Research Institute, Los Angeles, CA; Harriet Kluger and Mario Sznol, Yale Cancer Center, New Haven, CT; Kevin B. Kim and Patrick Hwu, University of Texas MD Anderson Cancer Center, Houston, TX; Ronit Simantov, Elizabeth Crowley, Jennifer A. Green, Thomas Hawthorne, and Thomas A. Davis, Celldex Therapeutics, Hampton, NJ.	Harriet	H	Kluger
102	4	Patrick A. Ott and Anna C. Pavlick, New York University Cancer Institute, New York, NY; Omid Hamid and Peter D. Boasberg, The Angeles Clinic and Research Institute, Los Angeles, CA; Harriet Kluger and Mario Sznol, Yale Cancer Center, New Haven, CT; Kevin B. Kim and Patrick Hwu, University of Texas MD Anderson Cancer Center, Houston, TX; Ronit Simantov, Elizabeth Crowley, Jennifer A. Green, Thomas Hawthorne, and Thomas A. Davis, Celldex Therapeutics, Hampton, NJ.	Kevin B	KB	Kim
102	5	Patrick A. Ott and Anna C. Pavlick, New York University Cancer Institute, New York, NY; Omid Hamid and Peter D. Boasberg, The Angeles Clinic and Research Institute, Los Angeles, CA; Harriet Kluger and Mario Sznol, Yale Cancer Center, New Haven, CT; Kevin B. Kim and Patrick Hwu, University of Texas MD Anderson Cancer Center, Houston, TX; Ronit Simantov, Elizabeth Crowley, Jennifer A. Green, Thomas Hawthorne, and Thomas A. Davis, Celldex Therapeutics, Hampton, NJ.	Peter D	PD	Boasberg
102	6	Patrick A. Ott and Anna C. Pavlick, New York University Cancer Institute, New York, NY; Omid Hamid and Peter D. Boasberg, The Angeles Clinic and Research Institute, Los Angeles, CA; Harriet Kluger and Mario Sznol, Yale Cancer Center, New Haven, CT; Kevin B. Kim and Patrick Hwu, University of Texas MD Anderson Cancer Center, Houston, TX; Ronit Simantov, Elizabeth Crowley, Jennifer A. Green, Thomas Hawthorne, and Thomas A. Davis, Celldex Therapeutics, Hampton, NJ.	Ronit	R	Simantov
102	7	Patrick A. Ott and Anna C. Pavlick, New York University Cancer Institute, New York, NY; Omid Hamid and Peter D. Boasberg, The Angeles Clinic and Research Institute, Los Angeles, CA; Harriet Kluger and Mario Sznol, Yale Cancer Center, New Haven, CT; Kevin B. Kim and Patrick Hwu, University of Texas MD Anderson Cancer Center, Houston, TX; Ronit Simantov, Elizabeth Crowley, Jennifer A. Green, Thomas Hawthorne, and Thomas A. Davis, Celldex Therapeutics, Hampton, NJ.	Elizabeth	E	Crowley
102	8	Patrick A. Ott and Anna C. Pavlick, New York University Cancer Institute, New York, NY; Omid Hamid and Peter D. Boasberg, The Angeles Clinic and Research Institute, Los Angeles, CA; Harriet Kluger and Mario Sznol, Yale Cancer Center, New Haven, CT; Kevin B. Kim and Patrick Hwu, University of Texas MD Anderson Cancer Center, Houston, TX; Ronit Simantov, Elizabeth Crowley, Jennifer A. Green, Thomas Hawthorne, and Thomas A. Davis, Celldex Therapeutics, Hampton, NJ.	Jennifer A	JA	Green
102	9	Patrick A. Ott and Anna C. Pavlick, New York University Cancer Institute, New York, NY; Omid Hamid and Peter D. Boasberg, The Angeles Clinic and Research Institute, Los Angeles, CA; Harriet Kluger and Mario Sznol, Yale Cancer Center, New Haven, CT; Kevin B. Kim and Patrick Hwu, University of Texas MD Anderson Cancer Center, Houston, TX; Ronit Simantov, Elizabeth Crowley, Jennifer A. Green, Thomas Hawthorne, and Thomas A. Davis, Celldex Therapeutics, Hampton, NJ.	Thomas	T	Hawthorne
102	10	Patrick A. Ott and Anna C. Pavlick, New York University Cancer Institute, New York, NY; Omid Hamid and Peter D. Boasberg, The Angeles Clinic and Research Institute, Los Angeles, CA; Harriet Kluger and Mario Sznol, Yale Cancer Center, New Haven, CT; Kevin B. Kim and Patrick Hwu, University of Texas MD Anderson Cancer Center, Houston, TX; Ronit Simantov, Elizabeth Crowley, Jennifer A. Green, Thomas Hawthorne, and Thomas A. Davis, Celldex Therapeutics, Hampton, NJ.	Thomas A	TA	Davis
